"ID","mz","RT","MF","category","compound_name","Score","Predict_formula"
65,189.063676452331,6.717735842,NA,2,NA,0.959673517092832,"C7H11NO5"
66,190.047776452331,5.323503881,NA,2,NA,0.999532886280993,"C7H10O6"
67,190.083876452331,4.996786118,NA,2,NA,0.833998460133651,"C8H14O5"
68,190.095476452331,5.443332528,NA,2,NA,0.977108884838371,"C7H14N2O4"
69,196.058176452331,4.838674895,NA,2,NA,0.86869031654812,"C6H12O7"
70,199.024476452331,5.099971316,NA,2,NA,0.906718941405738,"C4H10NO6P"
71,200.008576452331,4.788357676,NA,2,NA,0.982830967061672,"C4H9O7P"
72,204.089976452331,4.831137785,NA,2,NA,0.988457502157378,"C11H12N2O2"
73,206.090176452331,4.461811954,NA,2,NA,0.909359839358055,"C7H14N2O5"
74,208.037076452331,5.733861554,NA,2,NA,0.907183597462208,"C10H8O5"
75,214.024376452331,4.989960653,NA,2,NA,0.964550136536353,"C5H11O7P"
76,218.126576452331,4.005757588,NA,2,NA,0.926073931292685,"C9H18N2O4"
77,219.074276452331,4.817679888,NA,2,NA,0.983967881071838,"C8H13NO6"
78,219.110576452331,5.696147061,NA,2,NA,0.907979250013483,"C9H17NO5"
79,219.110676452331,5.696147061,NA,2,NA,0.99080704272014,"C9H17NO5"
80,226.047876452331,4.416788666,NA,2,NA,0.963535116146,"C10H10O6"
81,230.019076452331,5.453521715,NA,2,NA,0.929472879944472,"C5H11O8P"
82,234.085176452331,4.667334053,NA,2,NA,0.984500447316185,"C8H14N2O6"
83,234.085176452331,4.505363823,NA,2,NA,0.984500447316185,"C8H14N2O6"
84,238.068976452331,5.218538599,NA,2,NA,0.983317371979722,"C8H14O8"
85,242.080176452331,6.536506103,NA,2,NA,0.798162802068626,"C12H18OS2"
86,246.050376452331,4.483028871,NA,2,NA,0.929256981681686,"C6H15O8P"
87,248.056276452331,4.540642386,NA,2,NA,0.998213764959991,"C8H13N2O5P"
88,253.081176452331,4.753358044,NA,2,NA,0.997362155185057,"C9H11N5O4"
89,254.019276452331,5.569903081,NA,2,NA,0.975143795520576,"C7H11O8P"
90,255.096976452331,4.3769367,NA,2,NA,0.869910940031244,"C9H13N5O4"
91,258.014176452331,4.839315179,NA,2,NA,0.983974462856793,"C6H11O9P"
92,258.096476452331,4.280389238,NA,2,NA,0.999694820879674,"C9H14N4O5"
93,261.096076452331,4.691821293,NA,2,NA,0.984972249030495,"C9H15N3O6"
94,264.078076452331,3.768596482,NA,2,NA,0.994315483007115,"C9H16N2O5S"
95,275.100776452331,4.024867613,NA,2,NA,0.790534321155448,"C11H17NO7"
96,276.024776452331,6.068940896,NA,2,NA,0.959600167460378,"C6H13O10P"
97,276.095976452331,4.400752102,NA,2,NA,0.865613815520003,"C10H16N2O7"
98,287.056076452331,4.059450715,NA,2,NA,0.896504030124533,"C11H14NO6P"
99,288.024676452331,5.605250001,NA,2,NA,0.999881844521573,"C7H13O10P"
100,289.080076452331,4.384728567,NA,2,NA,0.730002270569156,"C11H15NO8"
101,290.040476452331,5.735702855,NA,2,NA,0.908289274513522,"C7H15O10P"
102,290.111476452331,6.383849103,NA,2,NA,0.996669027018569,"C11H18N2O7"
103,302.164976452331,4.248485641,NA,2,NA,0.780767852643568,"C15H27O4P"
104,306.088776452331,4.408078354,NA,2,NA,0.874720155882493,"C11H18N2O6S"
105,307.083976452331,5.756450918,NA,2,NA,0.933846919836936,"C10H17N3O6S"
106,309.985676452331,4.295964406,NA,2,NA,0.909494836892072,"C5H12O11P2"
107,314.051676452331,5.036904545,NA,2,NA,0.944714550341289,"C8H15N2O9P"
108,324.024576452331,4.667966429,NA,2,NA,0.950197306123541,"C10H13O10P"
109,324.035976452331,4.625665895,NA,2,NA,0.982883258274535,"C9H13N2O9P"
110,338.062976452331,5.081879367,NA,2,NA,0.864627420996658,"C9H15N4O8P"
111,339.995976452331,6.600516385,NA,2,NA,0.999990778477414,"C14H13IO2"
112,340.147976452331,4.329377358,NA,2,NA,0.745619478419758,"C12H24N2O9"
113,351.110076452331,4.509739675,NA,2,NA,0.999789907305465,"C12H21N3O7S"
114,358.096576452331,3.813481711,NA,2,NA,0.876175339875766,"C11H23N2O7PS"
115,373.077476452331,4.392059526,NA,2,NA,0.995663841010803,"C11H20NO11P"
116,387.023276452331,4.313696692,NA,2,NA,0.993049213247671,"C9H15N3O10P2"
117,400.017276452331,4.185990993,NA,2,NA,NA,NA
118,403.018176452331,4.903147273,NA,2,NA,0.98684570092234,"C9H15N3O11P2"
119,404.002076452331,5.468071996,NA,2,NA,0.876593036372006,"C9H14N2O12P2"
120,404.002176452331,5.468071996,NA,2,NA,0.978236097431678,"C9H14N2O12P2"
121,410.243476452331,4.741301871,NA,2,NA,0.965143913112507,"C19H39O7P"
122,422.082676452331,4.366134423,NA,2,NA,0.966565519117491,"C12H23O14P"
123,427.020176452331,3.92342932,NA,2,NA,0.786168947900634,"C10H14N5O10PS"
124,427.029676452331,5.542332802,NA,2,NA,0.811614248871377,"C10H15N5O10P2"
125,443.024276452331,5.009511898,NA,2,NA,0.953553640696794,"C10H15N5O11P2"
126,443.024376452331,5.009511898,NA,2,NA,0.999996006567999,"C10H15N5O11P2"
127,454.073776452331,5.488191054,NA,2,NA,0.0210764778529012,"C19H18O13"
128,463.074276452331,4.846987043,NA,2,NA,0.854457168659665,"C14H18N5O11P"
129,466.989476452331,5.064525462,NA,2,NA,0.875986271464687,"C9H16N3O13P3"
130,482.984476452331,5.597590568,NA,2,NA,0.967886840025996,"C9H16N3O14P3"
131,483.968476452331,6.168882087,NA,2,NA,0.955410281974464,"C9H15N2O15P3"
132,506.995476452331,6.440063951,NA,2,NA,0.799982831620007,"C10H16N5O13P3"
133,543.109976452331,4.496842969,NA,2,NA,0.0172393345613401,"C22H22N7O6PS"
134,566.054776452331,6.240537293,NA,2,NA,0.838852822231813,"C15H24N2O17P2"
135,580.03417645233,5.283534048,NA,2,NA,0.892644284895042,"C15H22N2O18P2"
136,612.151776452331,5.968095518,NA,2,NA,0.917375518245949,"C20H32N6O12S2"
137,619.09257645233,4.598894064,NA,2,NA,0.705625500830867,"C17H27N5O16P2"
138,633.436976452331,4.904414193,NA,2,NA,0.996618808159123,"C33H64NO8P"
139,661.468276452331,4.754339961,NA,2,NA,0.996705965984924,"C35H68NO8P"
140,661.468376452331,6.118057088,NA,2,NA,0.975644669572991,"C35H68NO8P"
141,663.108976452331,5.393734426,NA,2,NA,0.841127356367421,"C21H27N7O14P2"
142,666.221976452331,3.553179939,NA,2,NA,0.99306558541539,"C29H40N4O10P2"
143,675.48387645233,5.19934106,NA,2,NA,0.973212479949089,"C36H70NO8P"
144,687.48387645233,6.026542304,NA,2,NA,0.973212479949089,"C37H70NO8P"
145,692.462776452331,5.896114779,NA,2,NA,0.948133687176875,"C36H69O10P"
146,701.49927645233,5.223872913,NA,2,NA,0.825698810698765,"C38H72NO8P"
147,705.49477645233,4.449357834,NA,2,NA,0.735298155295791,"C37H72NO9P"
148,706.47887645233,5.536622383,NA,2,NA,0.582834544056158,"C37H71O10P"
149,715.515076452331,6.565844992,NA,2,NA,0.865684002995296,"C39H74NO8P"
150,717.27147645233,4.336749873,NA,2,NA,0.67394168662852,"C30H39N9O12"
151,718.47847645233,5.895624458,NA,2,NA,0.984868019397063,"C38H71O10P"
152,718.478776452331,6.392485328,NA,2,NA,0.762933832812547,"C38H71O10P"
153,732.494376452331,5.171499994,NA,2,NA,0.84341001085384,"C39H73O10P"
154,759.50477645233,4.973051513,NA,2,NA,0.817724797504587,"C40H74NO10P"
155,833.274076452331,4.918574536,NA,2,NA,0.831124744848278,"C39H47NO19"
156,70.00547931,0,"C3H2O2",0,"Propynoic acid",NA,NA
157,70.04186481,0,"C4H6O",0,"(E)-2-Butenal",NA,NA
158,70.0530982,0,"C3H6N2",0,"Beta-Aminopropionitrile",NA,NA
159,71.03711379,0,"C3H5NO",0,"Acrylamide",NA,NA
160,71.07349929,0,"C4H9N",0,"Pyrrolidine",NA,NA
161,72.02112937,0,"C3H4O2",0,"Pyruvaldehyde",NA,NA
162,72.05751488,0,"C4H8O",0,"Tetrahydrofuran",NA,NA
163,72.09390038,0,"C5H12",0,"Pentane",NA,NA
164,72.99861979,0,"C2H3NS",0,"Methyl isothiocyanate",NA,NA
165,73.05276385,0,"C3H7NO",0,"3-Aminopropionaldehyde",NA,NA
166,73.06399724,0,"C2H7N3",0,"Methylguanidine",NA,NA
167,73.08914936,0,"C4H11N",0,"1-Butylamine",NA,NA
168,74.00039393,0,"C2H2O3",0,"Glyoxylic acid",NA,NA
169,74.01902088,0,"C3H6S",0,"2-Propene-1-thiol",NA,NA
170,74.03677944,0,"C3H6O2",0,"Propionic acid",NA,NA
171,74.04801282,0,"C2H6N2O",0,"N-Nitrosodimethylamine",NA,NA
172,74.07316494,0,"C4H10O",0,"1-Butanol",NA,NA
173,74.08439833,0,"C3H10N2",0,"1,3-Diaminopropane",NA,NA
174,74.97788435,0,"CHNOS",0,"Hypothiocyanite",NA,NA
175,75.03202841,0,"C2H5NO2",0,"Glycine",NA,NA
176,75.06841392,0,"C3H9NO",0,"Trimethylamine N-oxide",NA,NA
177,75.94414138,0,"CS2",0,"Carbon disulfide",NA,NA
178,75.99828544,0,"C2H4OS",0,"Ethanethioic acid",NA,NA
179,76.00951883,0,"CH4N2S",0,"Thiourea",NA,NA
180,76.01604399,0,"C2H4O3",0,"Peracetic acid",NA,NA
181,76.02727738,0,"CH4N2O2",0,"Hydroxyurea",NA,NA
182,76.03467126,0,"C3H8S",0,"Trimethyl sulfonium",NA,NA
183,76.0524295,0,"C3H8O2",0,"Propylene glycol",NA,NA
184,77.02991992,0,"C2H7NS",0,"Cysteamine",NA,NA
185,77.98724243,0,"C2H3ClO",0,"Chloroacetaldehyde",NA,NA
186,78.0139355,0,"C2H6OS",0,"Dimethyl sulfoxide",NA,NA
187,78.04695019,0,"C6H6",0,"Benzene",NA,NA
188,79.04219917,0,"C5H5N",0,"Pyridine",NA,NA
189,79.97544151,0,"CH4S2",0,"Methanedithiol",NA,NA
190,80.00289249,0,"C2H5ClO",0,"Chloromethyl methyl ether",NA,NA
191,80.03744814,0,"C4H4N2",0,"Pyrimidine",NA,NA
192,81.05784923,0,"C5H7N",0,"1-Methylpyrrole",NA,NA
193,81.97246492,0,"H2O3S",0,"Sulfite",NA,NA
194,81.98198059,0,"H3O3P",0,"Phosphite",NA,NA
195,82.04186481,0,"C5H6O",0,"2-Methylfuran",NA,NA
196,82.0530982,0,"C4H6N2",0,"Fomepizole",NA,NA
197,82.07825032,0,"C6H10",0,"3-Methylcyclopentene",NA,NA
198,82.97740598,0,"ClH2NO2",0,"nitryl chloride",NA,NA
199,83.04834718,0,"C3H5N3",0,"5-Aminoimidazole",NA,NA
200,83.07349929,0,"C5H9N",0,"(+)-2,3-Dihydro-3-methyl-1H-pyrrole",NA,NA
201,83.95335548,0,"CH2Cl2",0,"Dichloromethane",NA,NA
202,83.96142157,0,"ClHO3",0,"Chlorate",NA,NA
203,84.00337082,0,"C4H4S",0,"Thiophene",NA,NA
204,84.02112937,0,"C4H4O2",0,"4-Hydroxy-2-butenoic acid gamma-lactone",NA,NA
205,84.03236276,0,"C3H4N2O",0,"Imidazolone",NA,NA
206,84.05751488,0,"C5H8O",0,"Methyl propenyl ketone",NA,NA
207,84.06874827,0,"C4H8N2",0,"2-(Dimethylamino)acetonitrile",NA,NA
208,84.09390038,0,"C6H12",0,"Cyclohexane",NA,NA
209,84.99861979,0,"C3H3NS",0,"Thiazole",NA,NA
210,85.05276385,0,"C4H7NO",0,"2-Pyrrolidinone",NA,NA
211,85.08914936,0,"C5H11N",0,"Piperidine",NA,NA
212,86.01902088,0,"C4H6S",0,"2,3-Dihydrothiophene",NA,NA
213,86.03677944,0,"C4H6O2",0,"Gamma-Butyrolactone",NA,NA
214,86.07316494,0,"C5H10O",0,"Iso-Valeraldehyde",NA,NA
215,86.08439833,0,"C4H10N2",0,"Piperazine",NA,NA
216,86.10955045,0,"C6H14",0,"Hexane",NA,NA
217,87.03202841,0,"C3H5NO2",0,"2-Aminoacrylic acid",NA,NA
218,87.06841392,0,"C4H9NO",0,"4-Aminobutyraldehyde",NA,NA
219,87.10479942,0,"C5H13N",0,"3-Methyl-1-butylamine",NA,NA
220,88.01604399,0,"C3H4O3",0,"Pyruvic acid",NA,NA
221,88.03467095,0,"C4H8S",0,"3-(Methylthio)-1-propene",NA,NA
222,88.0524295,0,"C4H8O2",0,"Butyric acid",NA,NA
223,88.06366289,0,"C3H8N2O",0,"Dimethylurea",NA,NA
224,88.08881501,0,"C5H12O",0,"Isopentanol",NA,NA
225,88.10004839,0,"C4H12N2",0,"Putrescine",NA,NA
226,89.01129296,0,"C2H3NO3",0,"(hydroxymethylidene)carbamic acid",NA,NA
227,89.04767847,0,"C3H7NO2",0,"beta-Alanine",NA,NA
228,89.08406398,0,"C4H11NO",0,"Dimethylethanolamine",NA,NA
229,89.98724243,0,"C3H3ClO",0,"cis-3-Chloroallyl aldehyde",NA,NA
230,89.99530855,0,"C2H2O4",0,"Oxalic acid",NA,NA
231,90.0139355,0,"C3H6OS",0,"1-Mercapto-2-propanone",NA,NA
232,90.03169406,0,"C3H6O3",0,"Glyceraldehyde",NA,NA
233,90.04292744,0,"C2H6N2O2",0,"(aminomethyl)carbamic acid",NA,NA
234,90.05032101,0,"C4H10S",0,"2-Methyl-1-propanethiol",NA,NA
235,90.06807956,0,"C4H10O2",0,"2,3-Butanediol",NA,NA
236,91.02694303,0,"C2H5NO3",0,"(hydroxymethyl)carbamic acid",NA,NA
237,91.980624,0,"CH2NO2S",0,"Cyanosulfurous acid anion",NA,NA
238,92.00289249,0,"C3H5ClO",0,"(Chloromethyl)oxirane",NA,NA
239,92.02958557,0,"C3H8OS",0,"Cibulins",NA,NA
240,92.04734412,0,"C3H8O3",0,"Glycerol",NA,NA
241,92.06260026,0,"C7H8",0,"Toluene",NA,NA
242,92.97069048,0,"CH3NS2",0,"Thiocarbamic acid",NA,NA
243,93.05784923,0,"C6H7N",0,"Aniline",NA,NA
244,93.98215705,0,"C2H3ClO2",0,"Chloroacetic acid",NA,NA
245,93.99109157,0,"C2H6S2",0,"Dimethyldisulfide",NA,NA
246,94.00885013,0,"C2H6O2S",0,"Dimethyl sulfone",NA,NA
247,94.01854255,0,"C3H7ClO",0,"2-Chloro-1-propanol",NA,NA
248,94.04186481,0,"C6H6O",0,"Phenol",NA,NA
249,94.0530982,0,"C5H6N2",0,"Methylpyrazine",NA,NA
250,94.07825032,0,"C7H10",0,"1-Methyl-1,3-cyclohexadiene",NA,NA
251,95.03711379,0,"C5H5NO",0,"2-Hydroxypyridine",NA,NA
252,95.07349929,0,"C6H9N",0,"2,5-Dimethyl-1H-pyrrole",NA,NA
253,95.94782196,0,"CH4Se",0,"Methaneselenol",NA,NA
254,96.02112937,0,"C5H4O2",0,"2-Furancarboxaldehyde",NA,NA
255,96.05751488,0,"C6H8O",0,"2-Methyl-2-cyclopenten-1-one",NA,NA
256,96.98336366,0,"H3NO3S",0,"Amidosulfonic acid",NA,NA
257,97.05276385,0,"C5H7NO",0,"1-Cyano-2-hydroxy-3-butene",NA,NA
258,97.96737954,0,"H2O4S",0,"Sulfate",NA,NA
259,97.96900554,0,"C2H4Cl2",0,"1,2-Dichloroethane",NA,NA
260,97.97689521,0,"H3O4P",0,"Hydrogen phosphate",NA,NA
261,98.01902088,0,"C5H6S",0,"2-Methylthiophene",NA,NA
262,98.03677944,0,"C5H6O2",0,"2-Furanmethanol",NA,NA
263,98.04801282,0,"C4H6N2O",0,"4-Hydroxymethylpyrazole",NA,NA
264,98.07316494,0,"C6H10O",0,"Cyclohexanone",NA,NA
265,98.08439833,0,"C5H10N2",0,"xi-4,5-Dihydro-2,4(5)-dimethyl-1H-imidazole",NA,NA
266,98.10955045,0,"C7H14",0,"(E)-Hept-2-ene",NA,NA
267,99.01426986,0,"C4H5NS",0,"Allyl isothiocyanate",NA,NA
268,99.03202841,0,"C4H5NO2",0,"(R)-Dihydromaleimide",NA,NA
269,99.06841392,0,"C5H9NO",0,"2-Piperidinone",NA,NA
270,99.10479942,0,"C6H13N",0,"Cyclohexylamine",NA,NA
271,100.0135993,0,"C2H3F3O",0,"ETF",NA,NA
272,100.016044,0,"C4H4O3",0,"Succinic anhydride",NA,NA
273,100.0346709,0,"C5H8S",0,"2,3-Dihydro-2-methylthiophene",NA,NA
274,100.0524295,0,"C5H8O2",0,"Senecioic acid",NA,NA
275,100.0636629,0,"C4H8N2O",0,"N-Nitroso-pyrrolidine",NA,NA
276,100.088815,0,"C6H12O",0,"3-Hexanone",NA,NA
277,100.1252005,0,"C7H16",0,"N-Heptane",NA,NA
278,101.0299199,0,"C4H7NS",0,"4,5-Dihydro-2-methylthiazole",NA,NA
279,101.0476785,0,"C4H7NO2",0,"L-3-Aminodihydro-2(3H)-furanone",NA,NA
280,101.084064,0,"C5H11NO",0,"Betaine aldehyde",NA,NA
281,101.1204495,0,"C6H15N",0,"Nervonyl carnitine",NA,NA
282,102.0139355,0,"C4H6OS",0,"Dihydro-3(2H)-thiophenone",NA,NA
283,102.0316941,0,"C4H6O3",0,"2-Ketobutyric acid",NA,NA
284,102.0429274,0,"C3H6N2O2",0,"Cycloserine",NA,NA
285,102.050321,0,"C5H10S",0,"3-Methyl-2-butene-1-thiol",NA,NA
286,102.0680796,0,"C5H10O2",0,"Isovaleric acid",NA,NA
287,102.1044651,0,"C6H14O",0,"1-Hexanol",NA,NA
288,102.1156985,0,"C5H14N2",0,"Cadaverine",NA,NA
289,103.026943,0,"C3H5NO3",0,"Pyruvatoxime",NA,NA
290,103.04557,0,"C4H9NS",0,"(<U+00A9><d0>?)-2-Methylthiazolidine",NA,NA
291,103.0633285,0,"C4H9NO2",0,"Dimethylglycine",NA,NA
292,103.099714,0,"C5H13NO",0,"Choline",NA,NA
293,103.1109474,0,"C4H13N3",0,"Diethylenetriamine",NA,NA
294,104.0109586,0,"C3H4O4",0,"Malonic acid",NA,NA
295,104.0295856,0,"C4H8OS",0,"S-Ethyl thioacetate",NA,NA
296,104.0473441,0,"C4H8O3",0,"2-Hydroxybutyric acid",NA,NA
297,104.0585775,0,"C3H8N2O2",0,"2,3-Diaminopropionic acid",NA,NA
298,104.0626003,0,"C8H8",0,"Styrene",NA,NA
299,104.0659711,0,"C5H12S",0,"1-Pentanethiol",NA,NA
300,105.0425931,0,"C3H7NO3",0,"L-Serine",NA,NA
301,105.0538265,0,"C2H7N3O2",0,"N-Nitroethylenediamine",NA,NA
302,105.0789786,0,"C4H11NO2",0,"Diethanolamine",NA,NA
303,105.982157,0,"C3H3ClO2",0,"cis-3-Chloroacrylic acid",NA,NA
304,106.0088501,0,"C3H6O2S",0,"2-Mercaptopropanoic acid",NA,NA
305,106.0266087,0,"C3H6O4",0,"L-Glyceric acid",NA,NA
306,106.0418648,0,"C7H6O",0,"Benzaldehyde",NA,NA
307,106.0452356,0,"C4H10OS",0,"3-(Methylthio)-1-propanol",NA,NA
308,106.0629942,0,"C4H10O3",0,"(2R*,3R*)-1,2,3-Butanetriol",NA,NA
309,106.0782503,0,"C8H10",0,"m-Xylene",NA,NA
310,106.9854721,0,"CHNO5",0,"nitrosoperoxycarbonate",NA,NA
311,106.9863405,0,"C2H5NS2",0,"Methylcarbamodithioic acid K salt",NA,NA
312,107.0382566,0,"C3H6FNO2",0,"alpha-Fluoro-beta-alanine",NA,NA
313,107.0582432,0,"C3H9NO3",0,"Ammonium lactate",NA,NA
314,107.0734993,0,"C7H9N",0,"3-Ethylpyridine",NA,NA
315,108.0067416,0,"C3H8S2",0,"Bis(methylthio)methane",NA,NA
316,108.0211294,0,"C6H4O2",0,"Quinone",NA,NA
317,108.0422587,0,"C3H8O4",0,"2,2-Dihydroperoxypropane",NA,NA
318,108.0575149,0,"C7H8O",0,"p-Cresol",NA,NA
319,108.0687483,0,"C6H8N2",0,"2-Ethylpyrazine",NA,NA
320,108.0939004,0,"C8H12",0,"(Z)-1,3-Octadiene",NA,NA
321,109.0197492,0,"C2H7NO2S",0,"Hypotaurine",NA,NA
322,109.0527639,0,"C6H7NO",0,"4-Aminophenol",NA,NA
323,109.0891494,0,"C7H11N",0,"1,2,5-Trimethyl-1H-pyrrole",NA,NA
324,109.963472,0,"C2H6Se",0,"Dimethyl selenide",NA,NA
325,109.9690055,0,"C3H4Cl2",0,"1,3-Dichloropropene",NA,NA
326,109.9860062,0,"C2H6OS2",0,"S-Methyl methanesulfinothioate",NA,NA
327,110.0134572,0,"C3H7ClO2",0,"Glycerol alpha-monochlorohydrin",NA,NA
328,110.0190209,0,"C6H6S",0,"2-Vinylthiophene",NA,NA
329,110.0367794,0,"C6H6O2",0,"Pyrocatechol",NA,NA
330,110.0480128,0,"C5H6N2O",0,"Imidazole-4-acetaldehyde",NA,NA
331,110.0731649,0,"C7H10O",0,"2,3,5-Trimethylfuran",NA,NA
332,110.1095504,0,"C8H14",0,"1,3-Octadiene",NA,NA
333,111.0320284,0,"C5H5NO2",0,"Pyrrole-2-carboxylic acid",NA,NA
334,111.0432618,0,"C4H5N3O",0,"Cytosine",NA,NA
335,111.0684139,0,"C6H9NO",0,"N-Acetyl-2,3-dihydro-1H-pyrrole",NA,NA
336,111.0796473,0,"C5H9N3",0,"Histamine",NA,NA
337,111.8885925,0,"SSe",0,"Selenium Sulfide",NA,NA
338,111.9482701,0,"C2H2Cl2O",0,"1,1-Dichloroethylene epoxide",NA,NA
339,111.9925452,0,"CH5O4P",0,"Methylphosphate",NA,NA
340,111.9982854,0,"C5H4OS",0,"2-Thiophenecarboxaldehyde",NA,NA
341,112.0079779,0,"C6H5Cl",0,"Chlorobenzene",NA,NA
342,112.016044,0,"C5H4O3",0,"3-Furoic acid",NA,NA
343,112.0272774,0,"C4H4N2O2",0,"Uracil",NA,NA
344,112.0346709,0,"C6H8S",0,"2,3-Dimethylthiophene",NA,NA
345,112.0524295,0,"C6H8O2",0,"trans-1,2-Dihydrobenzene-1,2-diol",NA,NA
346,112.088815,0,"C7H12O",0,"(Z)-4-Heptenal",NA,NA
347,112.1252005,0,"C8H16",0,"1-Octene",NA,NA
348,113.0299199,0,"C5H7NS",0,"2,4-Dimethylthiazole",NA,NA
349,113.0476785,0,"C5H7NO2",0,"1-Pyrroline-2-carboxylic acid",NA,NA
350,113.0589119,0,"C4H7N3O",0,"Creatinine",NA,NA
